CATEGORY_INCIDENT,BYLINE,byLine,PROVIDER_SUBJECT,IMAGES_CAPTION,EXTENSION,CATEGORY_NAMES,CATEGORY_INCIDENT_NAMES,PROVIDER_NEWS_ID,KPF_GABAGE_NEWS_IS,printingPage,DATE,PRINTING_PAGE,NEWS_ID,SUB_TITLE,IMAGES,KPF_ABUSING_NEWS,KPF_ABUSING_NEWS_IS,CATEGORY,PROVIDER_LINK_PAGE,PROVIDER,TITLE,PROVIDER_CODE,CONTENT
,이세진 기자,이세진 기자,016,"김남국 무소속 의원(자료사진) [연합]
유재풍 국회 윤리특별위원회 윤리심사자문위원장이 20일 국회에서 열린 자문위 회의에 참석하고 있다. [연합]",jpg,정치>국회_정당<font color=Gray> | </font>정치>행정_자치<font color=Gray> | </font>정치>선거,,20230721000179,FALSE,50,20230721,50,02100701.20230721100333001,,https://www.bigkinds.or.kr/resources/images/02100701/2023/07/21/02100701.20230721100333001.01,,FALSE,"001000000 001004000
001000000 001005000
001000000 001002000",http://biz.heraldcorp.com/view.php?ud=20230721000179,헤럴드경제,"김남국 제명, 윤미향·박덕흠보다 먼저 심사할듯…윤리특위 논의 주목 [이런정치]",02100701,[헤럴드경제=이세진 기자] 국회 윤리심사자문위원회(자문위)가 거액 가상자산 거래 논란에 휩싸인 김남국 무소속 의원에 대해 최고 징계 수위인 ‘제명’ 권고 결정을 내리면서 징계 절차가 본격화됐다. 이제 자문위 권고안은 윤리특별위원회로 넘겨져 여야 동료 의원들의 논의가 진행된다. 앞선 징계안들에 대해 윤리특위 논의가 지지부진하고 처분이 미온적이라는 비판이 ..
,김준희,김준희,경제,,jpg,정치>정치일반,,0018484464,FALSE,,20230721,,01100201.20230721060305001,가상자산 감독 방안 등 의제로 오를 듯,https://www.bigkinds.or.kr/resources/images/01100201/2023/07/21/01100201.20230721060305001.01,,FALSE,001000000 001007000,https://news.kmib.co.kr/article/view.asp?arcid=0018484464&code=61141211&cp=kd,국민일보,"[단독] ‘해빙무드’ 타고 한·일 금융감독 수장, 7년 만에 양자회담 재개",01100201,한·일 관계가 해빙 무드로 전환되면서 양국의 금융감독 당국이 7년 만에 양자회담을 열기로 했다. 이복현 금융감독원장의 제안으로 성사된 이번 한·일 금융감독 당국 회담에서는 한국과 일본의 통화·금융 정책 전망과 가상자산 감독 방안 등이 의제로 오를 전망이다. <br/> <br/>20일 금융감독원에 따르면 이 원장은 오는 24~25일 일본에서 열리는 아시아·태평양 지역 ..
,황인주,황인주,"정치
국회","김남국 의원, 자진 탈당 김남국 무소속 의원",jpg,정치>행정_자치<font color=Gray> | </font>정치>국회_정당<font color=Gray> | </font>정치>선거,,01100611.20230721004007,FALSE,4,20230721,4,01100611.20230721013508001,"국회 윤리심사자문위 중징계 결론
“상임위 도중 거래… 소명도 불성실”
전체회의 의결 뒤 본회의서 표결
3분의2 찬성해야, 실제 제명 미지수",https://www.bigkinds.or.kr/resources/images/01100611/2023/07/21/01100611.20230721013508001.01,,FALSE,"001000000 001005000
001000000 001004000
001000000 001002000",http://www.seoul.co.kr/news/newsView.php?id=20230721004007,서울신문,‘코인 투기’ 김남국 의원직 제명 권고… 최고 징계 꺼냈다,01100611,"국회 윤리특별위원회 윤리심사자문위원회가 20일 거액 암호화폐(가상자산) 투기 의혹으로 더불어민주당을 탈당한 김남국 무소속 의원을 제명해야 한다고 윤리특위에 권고하기로 했다.<br/>유재풍 윤리심사자문위원장은 이날 자문위 7차 회의를 열고 이같이 결정했다고 밝혔다. 유 위원장은 “양당에서는 국회법상 품위 유지 의무, 국회의원 윤리강령상 성실 의무, 사익 추구 금.."
"1 5 14
1 5 16
1 6 21",위문희.김정재.김하나(moonbright@joongang.co.kr),위문희.김정재.김하나(moonbright@joongang.co.kr),,,jpg,정치>국회_정당<font color=Gray> | </font>정치>행정_자치<font color=Gray> | </font>정치>선거,범죄>성범죄>성폭행<font color=Gray> | </font>범죄>성범죄>성희롱<font color=Gray> | </font>범죄>기업범죄>횡령,25178959,FALSE,A4,20230721,A4,01100901.20230721000230001,,https://www.bigkinds.or.kr/resources/images/01100901/2023/07/21/01100901.20230721000230001.01,,FALSE,"001000000 001004000
001000000 001005000
001000000 001002000",https://www.joongang.co.kr/article/25178959,중앙일보,"김남국 제명, 의원 200명 찬성해야 가능…야당 손에 달렸다",01100901,"국회 윤리특위 윤리심사자문위원회가 20일 거액의 암호화폐 투자 의혹을 받는 김남국 무소속 의원에 대해 최고 수위 징계인 의원직 ‘제명’을 권고했다. <br/> <br/> 유재풍 윤리심사자문위원장은 이날 국회 의원회관에서 7차 회의를 마친 뒤 기자들과 만나 “제대로 소명이 안 된 부분도 있고, 그동안 해왔던 (거래) 내역 등 여러 가지를 고려해 ‘제명 의견’으로 결정했.."
,한재영,한재영,,,jpg,정치>국회_정당<font color=Gray> | </font>정치>행정_자치<font color=Gray> | </font>정치>선거,,2023072018501,FALSE,A8,20230720,A8,02100601.20230720232637001,,https://www.bigkinds.or.kr/resources/images/02100601/2023/07/20/02100601.20230720232637001.01,,FALSE,"001000000 001004000
001000000 001005000
001000000 001002000",https://www.hankyung.com/politics/article/2023072018501,한국경제,국회 윤리자문위 '코인 논란' 김남국 제명 권고,02100601,국회 윤리심사자문위원회가 수억원대 암호화폐 거래 논란으로 더불어민주당을 탈당한 김남국 의원(사진)의 의원직 제명을 국회 윤리특별위원회에 권고하기로 했다. 의원직 제명은 현역 국회의원에 대한 최고 수위 징계다. 최종 징계 수위는 윤리특위 전체회의에서 확정된다. <br/> <br/>자문위는 20일 국회에서 7차 회의를 열고 이 같은 내용의 김 의원 징계 권고안을 확정했다..
,권성희|기자|,권성희|기자|,F0608,,jpg,경제>증권_증시<font color=Gray> | </font>경제>외환<font color=Gray> | </font>경제>금융_재테크,,2023072014490693538,FALSE,,20230720,,02100201.20230720200608001,,https://www.bigkinds.or.kr/resources/images/02100201/2023/07/20/02100201.20230720200608001.01,,FALSE,"002000000 002006000
002000000 002002000
002000000 002008000",http://news.moneytoday.co.kr/view/mtview.php?no=2023072014490693538&type=2,머니투데이,낙관론 너무 심해…퍼펙트 스톰 온다 vs 버블에 올라탈 때[오미주],02100201,"[머니투데이 권성희 기자] [편집자주] '오미주'는 '오늘 주목되는 미국 주식'의 줄인 말입니다. 주가에 영향을 미칠 만한 이벤트나 애널리스트들의 언급이 많았던 주식을 뉴욕 증시 개장 전에 정리합니다.<br/><br/> <br/>""강세장은 우려의 벽을 타고 오른다""고 하는데 최근 미국 증시에선 우려가 사라지고 있다.<br/><br/>연간 소비자물가 지수(CPI) 상승률이 3%로 떨어지면서.."
1 8 31,이보배,이보배,,10대들이 공부방에서 마약을 유통한 혐의로 중형을 구형 받았다. 사진은 적발된 마약. /사진=연합뉴스,jpg,사회>사건_사고<font color=Gray> | </font>사회>노동_복지<font color=Gray> | </font>국제>아시아,범죄>범죄일반>마약,2023072012917,FALSE,,20230720,,02100601.20230720180549001,,https://www.bigkinds.or.kr/resources/images/02100601/2023/07/20/02100601.20230720180549001.01,,FALSE,"003000000 003006000
003000000 003005000
005000000 005006000",https://www.hankyung.com/society/article/2023072012917,한국경제,"간 큰 10대들, 공부방서 2억대 마약 유통…성인 6명 운반책 고용",02100601,공부방 용도로 빌린 오피스텔에서 2억원대 마약을 유통한 10대들에게 최대 징역 10년이 구형됐다. 이들은 마약 운반책으로 성인을 고용하는 대담함도 보였다. <br/> <br/>20일 인천지검은 인천지법 형사14부(류경진 부장판사) 심리로 열린 결심 공판에서 특정범죄 가중처벌 등에 관한 법률상 향정 등 혐의로 기소된 A군(19) 등 3명에게 장기 10년∼단기 5년을 구..
,송경재 기자 (dympna@fnnews.com),송경재 기자 (dympna@fnnews.com),국제경제,,,경제>증권_증시<font color=Gray> | </font>경제>외환<font color=Gray> | </font>경제>유통,,202307201758446575,FALSE,6,20230720,6,02100501.20230720175934001,,,,FALSE,"002000000 002006000
002000000 002002000
002000000 002003000",http://www.fnnews.com/news/202307201758446575,파이낸셜뉴스,"""작년 증시 교훈 잊었나""… 美증시, 투기열풍 과열에 '퍼펙트 스톰' 불안감",02100501,"대형 기술주 중심 폭등세 확산.. 밈ETF 61%↑ 나스닥 웃돌아 <br/>개미들 증시낙관 전망에 올인.. ""투자자 최고 환경 아냐"" 경고 <br/> <br/> <br/>뉴욕증시 투자자들이 지난해 주식시장 붕괴 직전에 나타났던 과도한 주식 투자 열풍에 휩싸이고 있다는 경고가 나왔다. <br/> <br/>월스트리트저널(WSJ)은 19일(이하 현지시간) 올해 대형 기술주를 중심으로 한 주가 폭등세가.."
,김도균|기자|,김도균|기자|,S1201,서울 양천구 신정동 서울남부지방검찰청사./사진=뉴스1,jpg,사회>사건_사고,,2023072016062414611,FALSE,,20230720,,02100201.20230720162654001,,https://www.bigkinds.or.kr/resources/images/02100201/2023/07/20/02100201.20230720162654001.01,,FALSE,003000000 003006000,http://news.moneytoday.co.kr/view/mtview.php?no=2023072016062414611&type=2,머니투데이,"檢, 가상자산합수단 출범 임박…수사 인력 배치 속도",02100201,"[머니투데이 김도균 기자] <br/>검찰이 서울남부지검 가상자산합동수사단(가상자산합수단)을 이르면 다음주 공식 출범한다.<br/><br/>서울남부지검 관계자는 20일 오후 기자들과 만나 ""가상자산합수단은 추진이 잘 되고 있고 다음주 정도 운영이 시작될 것이라는 기대감도 가지고 있다""고 밝혔다.<br/><br/>남부지검에 설치되는 합수단은 가상자산(암호화폐) 관련 범죄 수사를 전담하게 된다.."
1 8 30,현예슬(hyeon.yeseul@joongang.co.kr),현예슬(hyeon.yeseul@joongang.co.kr),,서울남부지방검찰청 모습. 뉴스1,jpg,IT_과학>보안<font color=Gray> | </font>사회>사건_사고<font color=Gray> | </font>IT_과학>과학,범죄>범죄일반>사기,25178809,FALSE,,20230720,,01100901.20230720120254001,,https://www.bigkinds.or.kr/resources/images/01100901/2023/07/20/01100901.20230720120254001.01,,FALSE,"008000000 008002000
003000000 003006000
008000000 008001000",https://www.joongang.co.kr/article/25178809,중앙일보,"검찰, 암호화폐 범죄 전담 초대 합수단장에 이정렬 내정",01100901,서울남부지검 가상자산합동수사단(합수단)을 이끌 초대 단장으로 이정렬 서울중앙지검 공판3부장이 내정됐다. <br/> <br/> 20일 법조계에 따르면 검찰은 이달 말 출범하는 합수단장에 이 부장검사를 내정했다. <br/> <br/> 이 부장검사는 사법연수원 33기로 증권금융분야 전문가로 꼽힌다. 그는 지난 2021년 12월 대검찰청 선정 증권금융분야 2급 공인전문검사로 '블루벨트' ..
,송경재 기자 (dympna@fnnews.com),송경재 기자 (dympna@fnnews.com),국제경제,뉴욕증시 개미 투자자들이 과도하게 들 떠 지난해 그랬던 것처럼 또 다른 시장 붕괴의 퍼펙트스톰이 몰려드는 것이 아니냐는 우려가 일부에서 고개를 들고 있다. 19일 뉴욕증권거래소(NYSE)에서 한 중개인이 심각한 표정으로 모니터를 들여다보고 있다. 로이터뉴스1,jpg,경제>증권_증시<font color=Gray> | </font>경제>외환<font color=Gray> | </font>경제>유통,,202307200338254456,FALSE,,20230720,,02100501.20230720035027001,,https://www.bigkinds.or.kr/resources/images/02100501/2023/07/20/02100501.20230720035027001.01,,FALSE,"002000000 002006000
002000000 002002000
002000000 002003000",http://www.fnnews.com/news/202307200338254456,파이낸셜뉴스,"뉴욕증시에 퍼펙트 스톰 몰려드나...투자자들, 투기에 올인",02100501,[파이낸셜뉴스] <br/> 뉴욕증시 개미 투자자들이 과도하게 들 떠 지난해 그랬던 것처럼 또 다른 시장 붕괴의 퍼펙트스톰이 몰려드는 것이 아니냐는 우려가 일부에서 고개를 들고 있다. 19일 뉴욕증권거래소(NYSE)에서 한 중개인이 심각한 표정으로 모니터를 들여다보고 있다. 로이터뉴스1 <br/> <br/>뉴욕증시 투자자들이 지난해 주식시장 붕괴 직전에 나타났던 과도한 주식 ..
,윤상언(youn.sangun@joongang.co.kr),윤상언(youn.sangun@joongang.co.kr),,"김경진 기자
김경진 기자",jpg,IT_과학>보안<font color=Gray> | </font>정치>북한<font color=Gray> | </font>IT_과학>모바일,,25178655,FALSE,A14,20230720,A14,01100901.20230720000155002,,https://www.bigkinds.or.kr/resources/images/01100901/2023/07/20/01100901.20230720000155002.01,,FALSE,"008000000 008002000
001000000 001001000
008000000 008003000",https://www.joongang.co.kr/article/25178655,중앙일보,"국정원 “북한 해킹, 일반인 신용카드 정보까지 빼갔다”",01100901,"북한의 사이버 공격 수법이 더 대담해지는 것으로 나타났다. 일반인의 클라우드에서 신용카드 정보가 담긴 사진을 빼내고, 대륙간탄도미사일 수십회 발사할 수 있는 규모의 암호화폐를 탈취하는 식이다. <br/> <br/> 국정원은 19일 경기도 성남시 국가사이버안보협력센터에서 기자간담회를 열고 올해 상반기 사이버 위협 현황을 공개했다. 이에 따르면, 국정원이 탐지한 국내 공.."
,,,,,,IT_과학>보안<font color=Gray> | </font>정치>북한,,2023071982531,FALSE,A31,20230719,A31,02100601.20230719002811001,,,,FALSE,"008000000 008002000
001000000 001001000",https://www.hankyung.com/opinion/article/2023071982531,한국경제,"[사설] 북한 해킹 시도 하루 100만건, 사이버 공격 총력 대응해야",02100601,"올 상반기 북한이 하루 평균 90만~100만 건의 사이버 공격을 시도한 것으로 집계됐다. 특히 과거 대규모 사이버 공격을 여러 차례 주도한 김영철 전 노동당 대남비서의 일선 복귀로 더 기승을 부릴 것으로 예상돼 강력한 대응 태세가 요구되는 상황이다. <br/> <br/>어제 국가정보원 발표 내용을 보면 북한과 중국, 러시아 배후 해커 조직의 올 상반기 사이버 공격 탐.."
,김진원,김진원,,,jpg,IT_과학>보안<font color=Gray> | </font>정치>북한<font color=Gray> | </font>IT_과학>모바일,,2023071984371,FALSE,A2,20230719,A2,02100601.20230719184351001,,https://www.bigkinds.or.kr/resources/images/02100601/2023/07/19/02100601.20230719184351001.01,,FALSE,"008000000 008002000
001000000 001001000
008000000 008003000",https://www.hankyung.com/it/article/2023071984371,한국경제,北 '짝퉁 네이버'로 이메일 해킹…위조 여권 만들어 위장취업 시도,02100601,"한국을 타깃으로 한 북한과 중국, 러시아 해커 조직의 사이버 공격이 부쩍 늘었다. 올해 상반기 국가정보원이 탐지한 사이버 공격만 하루 평균 137만 건에 달한다. 지난해 같은 기간보다 15%가량 늘어난 수치다. 불특정 다수를 대상으로 한 정보 탈취 시도가 이어지고 있어 각별한 주의가 요구된다. ○“해킹은 북한의 외화벌이 수단”국정원 국가사이버안보센터는 .."
,윤지혜|기자|,윤지혜|기자|,T0401,/사진=위메이드,jpg,경제>증권_증시,,2023071918181948697,FALSE,,20230719,,02100201.20230719182447001,,https://www.bigkinds.or.kr/resources/images/02100201/2023/07/19/02100201.20230719182447001.01,,FALSE,002000000 002006000,http://news.moneytoday.co.kr/view/mtview.php?no=2023071918181948697&type=2,머니투데이,"위메이드 '위믹스', 루피화로 거래…""인도 거래소 잇단 상장""",02100201,[머니투데이 윤지혜 기자] 위메이드는 자체 암호화폐 '위믹스'가 인도 주요 가상자산 거래소 코인DCX(CoinDCX)에 상장했다고 19일 밝혔다. <br/> <br/>2018년 설립된 코인DCX는 인도 법정 화폐 '루피(INR)'로 가상자산을 거래할 수 있다. 인도 가상자산 거래소 중 처음으로 유니콘(기업가치 1조원 이상의 비상장사) 반열에 올랐다. 현재 거래소 가치..
